m,t,n,u_ib,E_no_imp,E_imp,Ep,Z
3,0.109,1.0,0.2,-1.9306751326948894,-1.7405836402699568,0.19009149242493256,0.9960740494890299
3,0.11,0.7777777777777778,0.2,-2.1980293604726495,-2.0536948839433764,0.14433447652927306,0.9948771572127947
3,0.11,1.0,0.2,-1.9625298595018628,-1.7724508375419212,0.19007902195994147,0.9960970048574773
3,0.111,0.7777777777777778,0.2,-2.2247665738005176,-2.0803828881054574,0.14438368569506016,0.9949469974024221
3,0.111,1.0,0.2,-1.9944973112708688,-1.8044292075587405,0.1900681037121283,0.9961202585157227
3,0.112,0.7777777777777778,0.2,-2.2515673502249194,-2.1071352115692537,0.14443213865566568,0.9950150415133326
3,0.112,1.0,0.2,-2.0265746786042342,-1.8365160184035887,0.1900586602006455,0.9961437709351719
3,0.113,0.7777777777777778,0.2,-2.278430533692488,-2.1339506693915693,0.1444798643009188,0.9950813609239177
3,0.113,1.0,0.2,-2.058759254150421,-1.8687086362805134,0.19005061786990746,0.9961675054739166
3,0.114,0.7777777777777778,0.2,-2.30535499260992,-2.1608281026629843,0.14452688994693558,0.9951460232827297
3,0.114,1.0,0.2,-2.09104842798871,-1.9010045210891786,0.19004390689953138,0.9961914281861334
3,0.115,0.7777777777777778,0.2,-2.3323396194191814,-2.187766377987996,0.1445732414311855,0.995209092739192
3,0.115,1.0,0.2,-2.1234396832344498,-1.9334012222144767,0.19003846101997296,0.9962155076422953
3,0.116,0.7777777777777778,0.2,-2.359383330167348,-2.21476438696572,0.14461894320162777,0.995270630158338
3,0.116,1.0,0.2,-2.1559305918570533,-1.965896374522784,0.19003421733426923,0.9962397147598931
3,0.117,0.7777777777777778,0.2,-2.3864850640725566,-2.2418210456722725,0.14466401840028403,0.9953306933208277
3,0.117,1.0,0.2,-2.1885188107027704,-1.9984876945564,0.1900311161463703,0.996264022644362
3,0.118,0.7777777777777778,0.2,-2.4136437830872377,-2.268935294145611,0.1447084889416268,0.9953893371093115
3,0.118,1.0,0.2,-2.221202077713746,-2.0311729769174374,0.19002910079630864,0.9962884064397747
3,0.119,0.7777777777777778,0.2,-2.440858471459841,-2.296106095873797,0.14475237558604404,0.9954466136821698
3,0.119,1.0,0.2,-2.253978208335,-2.0639500908326127,0.19002811750238724,0.9963128431889678
3,0.12,0.7777777777777778,0.2,-2.468128135296089,-2.323332437287316,0.14479569800877323,0.995502572635523
3,0.12,1.0,0.2,-2.286845092100712,-2.096816976890397,0.19002811521031493,0.996337311702541
3,0.121,0.7777777777777778,0.2,-2.4954518021207117,-2.350613327256175,0.1448384748645366,0.9955572611544256
3,0.121,1.0,0.2,-2.3198006893915686,-2.129771643942186,0.19002904544938248,0.996361792436427
3,0.122,0.7777777777777778,0.2,-2.5228285204404934,-2.3779477965923914,0.14488072384810202,0.9956107241539769
3,0.122,1.0,0.2,-2.3528430283548576,-2.1628121661592505,0.19003086219560705,0.9963862673774406
3,0.123,0.7777777777777778,0.2,-2.550257359309503,-2.405334897558337,0.14492246175116597,0.9956630044111316
3,0.123,1.0,0.2,-2.3859702019792763,-2.1959366802377556,0.19003352174152077,0.9964107199364711
3,0.124,0.7777777777777778,0.2,-2.5777374078971063,-2.432773703381419,0.1449637045156873,0.9957141426878173
3,0.124,1.0,0.2,-2.4191803653166213,-2.2291433827440064,0.19003698257261492,0.9964351348488004
3,0.125,0.7777777777777778,0.2,-2.605267775059374,-2.4602633077755987,0.14500446728377536,0.9957641778460458
3,0.125,1.0,0.2,-2.4524717328429295,-2.2624305275927608,0.19004120525016877,0.9964594980811841
3,0.126,0.7777777777777778,0.2,-2.632847588914686,-2.4878028244699406,0.14504476444474523,0.9958131469555547
3,0.126,1.0,0.2,-2.4858425759516733,-2.295796423651511,0.19004615230016242,0.9964837967452346
3,0.127,0.7777777777777778,0.2,-2.6604759964236306,-2.515391386744627,0.1450846096790035,0.9958610853945085
3,0.127,1.0,0.2,-2.519291220572228,-2.3292394324640844,0.1900517881081436,0.9965080190167354
3,0.128,0.7777777777777778,0.2,-2.6881521629740277,-2.5430281469746547,0.14512401599937297,0.9959080269437476
3,0.128,1.0,0.2,-2.5528160449068635,-2.362757966087005,0.1900580788198587,0.9965321540604963
